lang,idx,role,agent_name,correct,prediction,gold,shape,final_step_last_layer_gold_logprob,final_step_last_layer_gold_rank,best_gold_rank,best_gold_logprob,emergence_step,latent_reasoning_score,rank_threshold,emergence_layer_strategy
bn,7,critic,Critic,False,40,160,4x37x2560,-22.645151138305664,48824.0,8.0,-8.598464012145996,,0.0,1000,final_layer
bn,7,refiner,Refiner,False,40,160,4x37x2560,-24.022005081176758,121279.0,8.0,-11.354650497436523,,0.0,1000,final_layer
bn,7,judger,Judger,False,40,160,1x37x2560,-0.8190016746520996,1.0,1.0,-0.8190016746520996,0,1.0,1000,final_layer
bn,8,planner,Planner,False,30,45,4x37x2560,-24.69976043701172,13547.0,30.0,-10.115087509155273,2,0.5,1000,final_layer
bn,8,critic,Critic,False,30,45,4x37x2560,-22.38218116760254,2644.0,30.0,-9.896839141845703,,0.0,1000,final_layer
bn,8,refiner,Refiner,False,30,45,4x37x2560,-28.2689151763916,92678.0,30.0,-9.914873123168945,,0.0,1000,final_layer
bn,8,judger,Judger,False,30,45,1x37x2560,-11.895329475402832,225.0,30.0,-8.221278190612793,0,1.0,1000,final_layer
bn,9,planner,Planner,False,3,460,4x37x2560,-10.293901443481445,568.0,30.0,-8.533456802368164,2,0.5,1000,final_layer
bn,9,critic,Critic,False,3,460,4x37x2560,-17.19998550415039,3347.0,30.0,-9.938653945922852,,0.0,1000,final_layer
bn,9,refiner,Refiner,False,3,460,4x37x2560,-31.573698043823242,121150.0,30.0,-9.898200035095215,,0.0,1000,final_layer
bn,9,judger,Judger,False,3,460,1x37x2560,-10.749558448791504,136.0,30.0,-8.34248161315918,0,1.0,1000,final_layer
bn,10,planner,Planner,False,468,366,4x37x2560,-8.971540451049805,456.0,19.0,-8.971540451049805,3,0.25,1000,final_layer
bn,10,critic,Critic,False,468,366,4x37x2560,-15.038962364196777,1885.0,19.0,-8.40207576751709,,0.0,1000,final_layer
bn,10,refiner,Refiner,False,468,366,4x37x2560,-27.127979278564453,86746.0,19.0,-9.865740776062012,,0.0,1000,final_layer
bn,10,judger,Judger,False,468,366,1x37x2560,-9.920431137084961,92.0,19.0,-9.920431137084961,0,1.0,1000,final_layer
bn,11,planner,Planner,False,6,694,4x37x2560,-9.32955265045166,437.0,42.0,-9.32955265045166,3,0.25,1000,final_layer
bn,11,critic,Critic,False,6,694,4x37x2560,-19.90019416809082,4572.0,42.0,-10.586441993713379,,0.0,1000,final_layer
bn,11,refiner,Refiner,False,6,694,4x37x2560,-30.75,43846.0,42.0,-7.23261833190918,,0.0,1000,final_layer
bn,11,judger,Judger,False,6,694,1x37x2560,-11.185821533203125,176.0,42.0,-10.549808502197266,0,1.0,1000,final_layer
bn,12,planner,Planner,False,7.5,13,4x37x2560,-9.08970832824707,341.0,8.0,-9.08970832824707,2,0.5,1000,final_layer
bn,12,critic,Critic,False,7.5,13,4x37x2560,-12.651435852050781,2023.0,8.0,-10.71464729309082,,0.0,1000,final_layer
bn,12,refiner,Refiner,False,7.5,13,4x37x2560,-26.332876205444336,22754.0,8.0,-11.443979263305664,,0.0,1000,final_layer
bn,12,judger,Judger,False,7.5,13,1x37x2560,-1.6883649826049805,2.0,2.0,-1.6883649826049805,0,1.0,1000,final_layer
bn,13,planner,Planner,False,3,18,4x37x2560,-8.535665512084961,352.0,8.0,-8.535665512084961,3,0.25,1000,final_layer
bn,13,critic,Critic,False,3,18,4x37x2560,-16.94129753112793,3232.0,8.0,-10.10103988647461,,0.0,1000,final_layer
bn,13,refiner,Refiner,False,3,18,4x37x2560,-26.254968643188477,106565.0,8.0,-10.424812316894531,,0.0,1000,final_layer
bn,13,judger,Judger,False,3,18,1x37x2560,-1.4153727293014526,2.0,2.0,-1.4153727293014526,0,1.0,1000,final_layer
bn,14,planner,Planner,False,11,60,4x37x2560,-12.8746919631958,458.0,42.0,-10.12253475189209,3,0.25,1000,final_layer
bn,14,critic,Critic,False,11,60,4x37x2560,-21.75270652770996,4365.0,42.0,-10.784053802490234,,0.0,1000,final_layer
bn,14,refiner,Refiner,False,11,60,4x37x2560,-29.329557418823242,115370.0,42.0,-10.7909517288208,,0.0,1000,final_layer
bn,14,judger,Judger,False,11,60,1x37x2560,-11.641874313354492,212.0,42.0,-10.759790420532227,0,1.0,1000,final_layer
bn,15,planner,Planner,True,125,125,4x37x2560,-8.348882675170898,286.0,8.0,-8.348882675170898,3,0.25,1000,final_layer
bn,15,critic,Critic,True,125,125,4x37x2560,-23.817642211914062,4965.0,8.0,-10.403792381286621,,0.0,1000,final_layer
bn,15,refiner,Refiner,True,125,125,4x37x2560,-26.45355987548828,59879.0,8.0,-10.960195541381836,,0.0,1000,final_layer
bn,15,judger,Judger,True,125,125,1x37x2560,-1.1879949569702148,1.0,1.0,-1.1879949569702148,0,1.0,1000,final_layer
bn,16,planner,Planner,True,230,230,4x37x2560,-8.88730239868164,514.0,12.0,-8.88730239868164,3,0.25,1000,final_layer
bn,16,critic,Critic,True,230,230,4x37x2560,-17.533964157104492,2539.0,12.0,-10.289052963256836,,0.0,1000,final_layer
bn,16,refiner,Refiner,True,230,230,4x37x2560,-28.734378814697266,52769.0,12.0,-8.789859771728516,,0.0,1000,final_layer
bn,16,judger,Judger,True,230,230,1x37x2560,-9.651058197021484,84.0,12.0,-9.651058197021484,0,1.0,1000,final_layer
bn,17,planner,Planner,False,3,57500,4x37x2560,-7.402200698852539,141.0,38.0,-7.402200698852539,2,0.5,1000,final_layer
bn,17,critic,Critic,False,3,57500,4x37x2560,-17.571762084960938,941.0,38.0,-8.346460342407227,3,0.25,1000,final_layer
bn,17,refiner,Refiner,False,3,57500,4x37x2560,-25.92489242553711,85092.0,38.0,-10.657221794128418,,0.0,1000,final_layer
bn,17,judger,Judger,False,3,57500,1x37x2560,-11.863460540771484,168.0,38.0,-10.638562202453613,0,1.0,1000,final_layer
bn,18,planner,Planner,True,7,7,4x37x2560,-8.30353832244873,69.0,49.0,-8.30353832244873,2,0.5,1000,final_layer
bn,18,critic,Critic,True,7,7,4x37x2560,-13.336003303527832,822.0,49.0,-8.896278381347656,3,0.25,1000,final_layer
bn,18,refiner,Refiner,True,7,7,4x37x2560,-26.91130256652832,91263.0,49.0,-9.954544067382812,,0.0,1000,final_layer
bn,18,judger,Judger,True,7,7,1x37x2560,-11.589211463928223,212.0,49.0,-9.363157272338867,0,1.0,1000,final_layer
bn,19,planner,Planner,False,1.5,6,4x37x2560,-9.046350479125977,516.0,42.0,-9.046350479125977,3,0.25,1000,final_layer
bn,19,critic,Critic,False,1.5,6,4x37x2560,-14.9044189453125,4359.0,42.0,-9.519775390625,,0.0,1000,final_layer
bn,19,refiner,Refiner,False,1.5,6,4x37x2560,-28.324588775634766,105276.0,42.0,-10.450811386108398,,0.0,1000,final_layer
bn,19,judger,Judger,False,1.5,6,1x37x2560,-11.943530082702637,298.0,42.0,-10.730798721313477,0,1.0,1000,final_layer
bn,20,planner,Planner,False,5,15,4x37x2560,-14.105676651000977,545.0,8.0,-9.51755142211914,3,0.25,1000,final_layer
bn,20,critic,Critic,False,5,15,4x37x2560,-21.363391876220703,7225.0,8.0,-11.04640007019043,,0.0,1000,final_layer
bn,20,refiner,Refiner,False,5,15,4x37x2560,-25.17906379699707,76626.0,8.0,-11.695405006408691,,0.0,1000,final_layer
bn,20,judger,Judger,False,5,15,1x37x2560,-1.125011682510376,2.0,2.0,-1.125011682510376,0,1.0,1000,final_layer
bn,21,planner,Planner,True,14,14,4x37x2560,-8.49413013458252,324.0,8.0,-8.49413013458252,3,0.25,1000,final_layer
bn,21,critic,Critic,True,14,14,4x37x2560,-27.890640258789062,14460.0,8.0,-7.077280521392822,,0.0,1000,final_layer
bn,21,refiner,Refiner,True,14,14,4x37x2560,-25.694433212280273,75698.0,8.0,-11.000384330749512,,0.0,1000,final_layer
bn,21,judger,Judger,True,14,14,1x37x2560,-0.32717636227607727,1.0,1.0,-0.32717636227607727,0,1.0,1000,final_layer
bn,22,planner,Planner,True,7,7,4x37x2560,-8.831602096557617,429.0,49.0,-8.831602096557617,2,0.5,1000,final_layer
bn,22,critic,Critic,True,7,7,4x37x2560,-16.089231491088867,2868.0,49.0,-9.125970840454102,,0.0,1000,final_layer
bn,22,refiner,Refiner,True,7,7,4x37x2560,-30.140636444091797,72976.0,49.0,-7.967357635498047,,0.0,1000,final_layer
bn,22,judger,Judger,True,7,7,1x37x2560,-11.81594181060791,216.0,49.0,-9.337663650512695,0,1.0,1000,final_layer
bn,23,planner,Planner,True,8,8,4x37x2560,-10.295313835144043,594.0,49.0,-9.810566902160645,3,0.25,1000,final_layer
bn,23,critic,Critic,True,8,8,4x37x2560,-24.28200912475586,4314.0,49.0,-9.423216819763184,,0.0,1000,final_layer
bn,23,refiner,Refiner,True,8,8,4x37x2560,-30.742595672607422,127926.0,49.0,-9.499237060546875,,0.0,1000,final_layer
bn,23,judger,Judger,True,8,8,1x37x2560,-12.361586570739746,426.0,49.0,-8.15167236328125,0,1.0,1000,final_layer
bn,24,planner,Planner,False,78,26,4x37x2560,-8.492790222167969,303.0,12.0,-8.492790222167969,2,0.5,1000,final_layer
bn,24,critic,Critic,False,78,26,4x37x2560,-15.62552261352539,1320.0,12.0,-9.754074096679688,,0.0,1000,final_layer
bn,24,refiner,Refiner,False,78,26,4x37x2560,-25.81268310546875,36606.0,12.0,-9.348284721374512,,0.0,1000,final_layer
bn,24,judger,Judger,False,78,26,1x37x2560,-9.652541160583496,75.0,12.0,-9.652541160583496,0,1.0,1000,final_layer
bn,25,planner,Planner,False,4,2,4x37x2560,-14.001570701599121,5313.0,12.0,-10.447230339050293,,0.0,1000,final_layer
bn,25,critic,Critic,False,4,2,4x37x2560,-31.0625,1379.0,12.0,-8.879419326782227,,0.0,1000,final_layer
bn,25,refiner,Refiner,False,4,2,4x37x2560,-27.203716278076172,47898.0,12.0,-8.567933082580566,,0.0,1000,final_layer
bn,25,judger,Judger,False,4,2,1x37x2560,-10.957547187805176,116.0,12.0,-10.346454620361328,0,1.0,1000,final_layer
bn,26,planner,Planner,True,243,243,4x37x2560,-11.194865226745605,1954.0,12.0,-10.609598159790039,,0.0,1000,final_layer
bn,26,critic,Critic,True,243,243,4x37x2560,-20.940349578857422,4378.0,12.0,-9.967103958129883,,0.0,1000,final_layer
bn,26,refiner,Refiner,True,243,243,4x37x2560,-29.156253814697266,29194.0,12.0,-8.069049835205078,,0.0,1000,final_layer
bn,26,judger,Judger,True,243,243,1x37x2560,-11.089299201965332,75.0,12.0,-9.882984161376953,0,1.0,1000,final_layer
bn,27,planner,Planner,False,60,16,4x37x2560,-9.422853469848633,249.0,8.0,-9.422853469848633,3,0.25,1000,final_layer
bn,27,critic,Critic,False,60,16,4x37x2560,-20.282855987548828,3106.0,8.0,-10.276496887207031,,0.0,1000,final_layer
bn,27,refiner,Refiner,False,60,16,4x37x2560,-30.546884536743164,44951.0,8.0,-10.218585968017578,,0.0,1000,final_layer
bn,27,judger,Judger,False,60,16,1x37x2560,-1.1976323127746582,2.0,2.0,-1.1976323127746582,0,1.0,1000,final_layer
bn,28,planner,Planner,True,25,25,4x37x2560,-8.6424560546875,385.0,12.0,-8.6424560546875,2,0.5,1000,final_layer
bn,28,critic,Critic,True,25,25,4x37x2560,-21.45071029663086,5387.0,12.0,-10.028947830200195,,0.0,1000,final_layer
bn,28,refiner,Refiner,True,25,25,4x37x2560,-29.56253433227539,75465.0,12.0,-8.699180603027344,,0.0,1000,final_layer
bn,28,judger,Judger,True,25,25,1x37x2560,-9.982979774475098,70.0,12.0,-9.982979774475098,0,1.0,1000,final_layer
bn,29,planner,Planner,False,7,104,4x37x2560,-9.280496597290039,650.0,8.0,-9.280496597290039,3,0.25,1000,final_layer
bn,29,critic,Critic,False,7,104,4x37x2560,-21.5779972076416,3183.0,8.0,-10.072867393493652,,0.0,1000,final_layer
bn,29,refiner,Refiner,False,7,104,4x37x2560,-27.252166748046875,98544.0,8.0,-10.278048515319824,,0.0,1000,final_layer
bn,29,judger,Judger,False,7,104,1x37x2560,-0.9751622676849365,1.0,1.0,-0.9751622676849365,0,1.0,1000,final_layer
bn,30,planner,Planner,True,109,109,4x37x2560,-11.81498908996582,1057.0,8.0,-10.413138389587402,,0.0,1000,final_layer
bn,30,critic,Critic,True,109,109,4x37x2560,-22.442440032958984,4877.0,8.0,-10.108461380004883,,0.0,1000,final_layer
bn,30,refiner,Refiner,True,109,109,4x37x2560,-25.62153434753418,46671.0,8.0,-9.46265983581543,,0.0,1000,final_layer
bn,30,judger,Judger,True,109,109,1x37x2560,-1.6042437553405762,1.0,1.0,-1.6042437553405762,0,1.0,1000,final_layer
bn,31,planner,Planner,True,80,80,4x37x2560,-11.52567195892334,878.0,49.0,-9.766952514648438,3,0.25,1000,final_layer
bn,31,critic,Critic,True,80,80,4x37x2560,-19.0432071685791,4232.0,49.0,-9.484672546386719,,0.0,1000,final_layer
bn,31,refiner,Refiner,True,80,80,4x37x2560,-27.60749626159668,104143.0,49.0,-9.447053909301758,,0.0,1000,final_layer
bn,31,judger,Judger,True,80,80,1x37x2560,-13.007259368896484,712.0,49.0,-8.183581352233887,0,1.0,1000,final_layer
bn,32,planner,Planner,True,35,35,4x37x2560,-9.474248886108398,517.0,19.0,-9.474248886108398,3,0.25,1000,final_layer
bn,32,critic,Critic,True,35,35,4x37x2560,-17.67144012451172,5206.0,19.0,-9.391618728637695,,0.0,1000,final_layer
bn,32,refiner,Refiner,True,35,35,4x37x2560,-28.244218826293945,101882.0,19.0,-10.161972045898438,,0.0,1000,final_layer
bn,32,judger,Judger,True,35,35,1x37x2560,-11.087211608886719,123.0,19.0,-10.229825973510742,0,1.0,1000,final_layer
bn,33,planner,Planner,False,40,70,4x37x2560,-8.244491577148438,97.0,49.0,-8.244491577148438,2,0.5,1000,final_layer
bn,33,critic,Critic,False,40,70,4x37x2560,-18.258176803588867,822.0,49.0,-9.383962631225586,3,0.25,1000,final_layer
bn,33,refiner,Refiner,False,40,70,4x37x2560,-27.321382522583008,103966.0,49.0,-10.134306907653809,,0.0,1000,final_layer
bn,33,judger,Judger,False,40,70,1x37x2560,-12.748370170593262,548.0,49.0,-9.336784362792969,0,1.0,1000,final_layer
bn,34,planner,Planner,True,23,23,4x37x2560,-9.199989318847656,596.0,12.0,-9.199989318847656,3,0.25,1000,final_layer
bn,34,critic,Critic,True,23,23,4x37x2560,-18.449480056762695,3256.0,12.0,-10.588809967041016,,0.0,1000,final_layer
bn,34,refiner,Refiner,True,23,23,4x37x2560,-28.016267776489258,77768.0,12.0,-9.373491287231445,,0.0,1000,final_layer
bn,34,judger,Judger,True,23,23,1x37x2560,-10.433342933654785,98.0,12.0,-10.316062927246094,0,1.0,1000,final_layer
bn,35,planner,Planner,True,9,9,4x37x2560,-11.452275276184082,2855.0,48.0,-8.518095016479492,,0.0,1000,final_layer
bn,35,critic,Critic,True,9,9,4x37x2560,-18.312265396118164,8093.0,48.0,-8.243242263793945,,0.0,1000,final_layer
bn,35,refiner,Refiner,True,9,9,4x37x2560,-28.041732788085938,122649.0,48.0,-8.300287246704102,,0.0,1000,final_layer
bn,35,judger,Judger,True,9,9,1x37x2560,-13.012382507324219,366.0,48.0,-7.863917827606201,0,1.0,1000,final_layer
bn,36,planner,Planner,True,75,75,4x37x2560,-7.843737602233887,131.0,49.0,-7.843737602233887,2,0.5,1000,final_layer
bn,36,critic,Critic,True,75,75,4x37x2560,-15.79577922821045,983.0,49.0,-9.513727188110352,3,0.25,1000,final_layer
bn,36,refiner,Refiner,True,75,75,4x37x2560,-27.35946273803711,15844.0,49.0,-9.124198913574219,,0.0,1000,final_layer
bn,36,judger,Judger,True,75,75,1x37x2560,-11.787755966186523,249.0,49.0,-9.349044799804688,0,1.0,1000,final_layer
bn,37,planner,Planner,False,0,2,4x37x2560,-12.333941459655762,1184.0,12.0,-10.690420150756836,,0.0,1000,final_layer
bn,37,critic,Critic,False,0,2,4x37x2560,-15.499680519104004,1516.0,12.0,-9.901763916015625,,0.0,1000,final_layer
bn,37,refiner,Refiner,False,0,2,4x37x2560,-24.54791831970215,56354.0,12.0,-9.096879005432129,,0.0,1000,final_layer
bn,37,judger,Judger,False,0,2,1x37x2560,-10.435561180114746,101.0,12.0,-10.209709167480469,0,1.0,1000,final_layer
bn,38,planner,Planner,False,3,10,4x37x2560,-8.748117446899414,309.0,8.0,-8.748117446899414,3,0.25,1000,final_layer
bn,38,critic,Critic,False,3,10,4x37x2560,-11.981500625610352,2082.0,8.0,-10.816978454589844,,0.0,1000,final_layer
bn,38,refiner,Refiner,False,3,10,4x37x2560,-29.82813262939453,57795.0,8.0,-9.352117538452148,,0.0,1000,final_layer
bn,38,judger,Judger,False,3,10,1x37x2560,-1.152343511581421,2.0,2.0,-1.152343511581421,0,1.0,1000,final_layer
bn,39,planner,Planner,False,2,18,4x37x2560,-9.710786819458008,827.0,8.0,-9.710786819458008,3,0.25,1000,final_layer
bn,39,critic,Critic,False,2,18,4x37x2560,-20.865039825439453,4435.0,8.0,-9.84014892578125,,0.0,1000,final_layer
bn,39,refiner,Refiner,False,2,18,4x37x2560,-23.569150924682617,29066.0,8.0,-10.804092407226562,,0.0,1000,final_layer
bn,39,judger,Judger,False,2,18,1x37x2560,-0.9440588355064392,1.0,1.0,-0.9440588355064392,0,1.0,1000,final_layer
bn,40,planner,Planner,True,8,8,4x37x2560,-10.522380828857422,868.0,49.0,-9.925556182861328,3,0.25,1000,final_layer
bn,40,critic,Critic,True,8,8,4x37x2560,-12.937372207641602,3396.0,49.0,-9.612916946411133,,0.0,1000,final_layer
bn,40,refiner,Refiner,True,8,8,4x37x2560,-21.2016544342041,9632.0,49.0,-9.61864185333252,,0.0,1000,final_layer
bn,40,judger,Judger,True,8,8,1x37x2560,-13.761144638061523,610.0,49.0,-8.231130599975586,0,1.0,1000,final_layer
bn,41,planner,Planner,False,2,200,4x37x2560,-20.09905433654785,823.0,12.0,-10.816534042358398,2,0.5,1000,final_layer
bn,41,critic,Critic,False,2,200,4x37x2560,-25.286712646484375,8095.0,12.0,-8.8268461227417,,0.0,1000,final_layer
bn,41,refiner,Refiner,False,2,200,4x37x2560,-22.260005950927734,119707.0,12.0,-12.14737606048584,,0.0,1000,final_layer
bn,41,judger,Judger,False,2,200,1x37x2560,-10.00224781036377,98.0,12.0,-10.00224781036377,0,1.0,1000,final_layer
bn,42,planner,Planner,True,26,26,4x37x2560,-11.236921310424805,2401.0,12.0,-10.197040557861328,2,0.5,1000,final_layer
bn,42,critic,Critic,True,26,26,4x37x2560,-28.546916961669922,11942.0,12.0,-9.263312339782715,,0.0,1000,final_layer
bn,42,refiner,Refiner,True,26,26,4x37x2560,-25.64188575744629,38986.0,12.0,-10.625022888183594,,0.0,1000,final_layer
bn,42,judger,Judger,True,26,26,1x37x2560,-11.539717674255371,122.0,12.0,-10.125356674194336,0,1.0,1000,final_layer
bn,43,planner,Planner,True,48,48,4x37x2560,-14.112889289855957,877.0,30.0,-9.862253189086914,3,0.25,1000,final_layer
bn,43,critic,Critic,True,48,48,4x37x2560,-19.00551986694336,5817.0,30.0,-9.851238250732422,,0.0,1000,final_layer
bn,43,refiner,Refiner,True,48,48,4x37x2560,-28.8673095703125,92012.0,30.0,-9.9082670211792,,0.0,1000,final_layer
bn,43,judger,Judger,True,48,48,1x37x2560,-12.10191535949707,285.0,30.0,-8.281707763671875,0,1.0,1000,final_layer
bn,44,planner,Planner,True,20,20,4x37x2560,-9.117889404296875,635.0,12.0,-9.117889404296875,3,0.25,1000,final_layer
bn,44,critic,Critic,True,20,20,4x37x2560,-13.130549430847168,3064.0,12.0,-10.607426643371582,,0.0,1000,final_layer
bn,44,refiner,Refiner,True,20,20,4x37x2560,-27.187673568725586,18208.0,12.0,-9.673964500427246,,0.0,1000,final_layer
bn,44,judger,Judger,True,20,20,1x37x2560,-11.077805519104004,93.0,12.0,-10.4049072265625,0,1.0,1000,final_layer
bn,45,planner,Planner,True,104,104,4x37x2560,-10.983230590820312,1446.0,8.0,-10.436478614807129,,0.0,1000,final_layer
bn,45,critic,Critic,True,104,104,4x37x2560,-20.332082748413086,4682.0,8.0,-10.091116905212402,,0.0,1000,final_layer
bn,45,refiner,Refiner,True,104,104,4x37x2560,-25.538578033447266,65680.0,8.0,-11.35579776763916,,0.0,1000,final_layer
bn,45,judger,Judger,True,104,104,1x37x2560,-1.0662139654159546,2.0,2.0,-1.0662139654159546,0,1.0,1000,final_layer
bn,46,planner,Planner,True,163,163,4x37x2560,-17.438383102416992,289.0,8.0,-9.77113151550293,3,0.25,1000,final_layer
bn,46,critic,Critic,True,163,163,4x37x2560,-23.533811569213867,836.0,8.0,-9.318432807922363,3,0.25,1000,final_layer
bn,46,refiner,Refiner,True,163,163,4x37x2560,-24.533493041992188,80751.0,8.0,-11.469596862792969,,0.0,1000,final_layer
bn,46,judger,Judger,True,163,163,1x37x2560,-1.2305562496185303,1.0,1.0,-1.2305562496185303,0,1.0,1000,final_layer
bn,47,planner,Planner,False,600,800,4x37x2560,-9.943282127380371,1065.0,49.0,-9.680282592773438,,0.0,1000,final_layer
bn,47,critic,Critic,False,600,800,4x37x2560,-16.49089813232422,2389.0,49.0,-9.467041015625,,0.0,1000,final_layer
bn,47,refiner,Refiner,False,600,800,4x37x2560,-28.733861923217773,116043.0,49.0,-9.3995361328125,,0.0,1000,final_layer
bn,47,judger,Judger,False,600,800,1x37x2560,-14.322463035583496,621.0,49.0,-8.148475646972656,0,1.0,1000,final_layer
bn,48,planner,Planner,True,8,8,4x37x2560,-10.914789199829102,969.0,49.0,-9.714982032775879,3,0.25,1000,final_layer
bn,48,critic,Critic,True,8,8,4x37x2560,-15.924751281738281,10693.0,49.0,-9.398048400878906,,0.0,1000,final_layer
bn,48,refiner,Refiner,True,8,8,4x37x2560,-31.207048416137695,118544.0,49.0,-9.316415786743164,,0.0,1000,final_layer
bn,48,judger,Judger,True,8,8,1x37x2560,-11.936576843261719,192.0,49.0,-8.197019577026367,0,1.0,1000,final_layer
bn,49,planner,Planner,True,30,30,4x37x2560,-11.279389381408691,785.0,19.0,-10.046650886535645,2,0.5,1000,final_layer
bn,49,critic,Critic,True,30,30,4x37x2560,-21.523530960083008,6320.0,19.0,-8.801515579223633,,0.0,1000,final_layer
bn,49,refiner,Refiner,True,30,30,4x37x2560,-25.72806739807129,84526.0,19.0,-10.174842834472656,,0.0,1000,final_layer
bn,49,judger,Judger,True,30,30,1x37x2560,-10.976055145263672,117.0,19.0,-10.206188201904297,0,1.0,1000,final_layer
bn,50,planner,Planner,True,294,294,4x37x2560,-8.910085678100586,284.0,12.0,-8.910085678100586,2,0.5,1000,final_layer
bn,50,critic,Critic,True,294,294,4x37x2560,-31.127336502075195,69872.0,12.0,-11.184213638305664,,0.0,1000,final_layer
bn,50,refiner,Refiner,True,294,294,4x37x2560,-27.003664016723633,79938.0,12.0,-9.998672485351562,,0.0,1000,final_layer
bn,50,judger,Judger,True,294,294,1x37x2560,-8.377480506896973,44.0,12.0,-8.377480506896973,0,1.0,1000,final_layer
bn,51,planner,Planner,False,0.6,5,4x37x2560,-7.044320106506348,99.0,38.0,-7.044320106506348,2,0.5,1000,final_layer
bn,51,critic,Critic,False,0.6,5,4x37x2560,-12.470929145812988,636.0,38.0,-8.571863174438477,3,0.25,1000,final_layer
bn,51,refiner,Refiner,False,0.6,5,4x37x2560,-26.750131607055664,12461.0,38.0,-8.901864051818848,,0.0,1000,final_layer
bn,51,judger,Judger,False,0.6,5,1x37x2560,-11.950334548950195,189.0,38.0,-10.658794403076172,0,1.0,1000,final_layer
bn,52,planner,Planner,False,2,15,4x37x2560,-9.008993148803711,536.0,8.0,-9.008993148803711,3,0.25,1000,final_layer
