run,strength,status,lang,idx,correct_float,prediction,gold
mgsm_first50_latent_mas_baseline,0.0,final,es,37,0.0,0,2
mgsm_first50_latent_mas_baseline,0.0,final,es,38,0.0,2,10
mgsm_first50_latent_mas_baseline,0.0,final,es,39,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,es,40,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,es,41,1.0,200,200
mgsm_first50_latent_mas_baseline,0.0,final,es,42,1.0,26,26
mgsm_first50_latent_mas_baseline,0.0,final,es,43,1.0,48,48
mgsm_first50_latent_mas_baseline,0.0,final,es,44,1.0,20,20
mgsm_first50_latent_mas_baseline,0.0,final,es,45,1.0,104,104
mgsm_first50_latent_mas_baseline,0.0,final,es,46,1.0,163,163
mgsm_first50_latent_mas_baseline,0.0,final,es,47,1.0,800,800
mgsm_first50_latent_mas_baseline,0.0,final,es,48,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,es,49,1.0,30,30
mgsm_first50_latent_mas_baseline,0.0,final,fr,0,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,fr,1,1.0,3,3
mgsm_first50_latent_mas_baseline,0.0,final,fr,2,0.0,130000,70000
mgsm_first50_latent_mas_baseline,0.0,final,fr,3,1.0,540,540
mgsm_first50_latent_mas_baseline,0.0,final,fr,4,1.0,20,20
mgsm_first50_latent_mas_baseline,0.0,final,fr,5,0.0,78,64
mgsm_first50_latent_mas_baseline,0.0,final,fr,6,0.0,180,260
mgsm_first50_latent_mas_baseline,0.0,final,fr,7,0.0,220,160
mgsm_first50_latent_mas_baseline,0.0,final,fr,8,0.0,120,45
mgsm_first50_latent_mas_baseline,0.0,final,fr,9,1.0,460,460
mgsm_first50_latent_mas_baseline,0.0,final,fr,10,1.0,366,366
mgsm_first50_latent_mas_baseline,0.0,final,fr,11,0.0,434,694
mgsm_first50_latent_mas_baseline,0.0,final,fr,12,0.0,6,13
mgsm_first50_latent_mas_baseline,0.0,final,fr,13,0.0,24,18
mgsm_first50_latent_mas_baseline,0.0,final,fr,14,0.0,55,60
mgsm_first50_latent_mas_baseline,0.0,final,fr,15,0.0,400,125
mgsm_first50_latent_mas_baseline,0.0,final,fr,16,1.0,230,230
mgsm_first50_latent_mas_baseline,0.0,final,fr,17,0.0,35000,57500
mgsm_first50_latent_mas_baseline,0.0,final,fr,18,0.0,4,7
mgsm_first50_latent_mas_baseline,0.0,final,fr,19,1.0,6,6
mgsm_first50_latent_mas_baseline,0.0,final,fr,20,0.0,17,15
mgsm_first50_latent_mas_baseline,0.0,final,fr,21,0.0,7,14
mgsm_first50_latent_mas_baseline,0.0,final,fr,22,0.0,10,7
mgsm_first50_latent_mas_baseline,0.0,final,fr,23,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,fr,24,1.0,26,26
mgsm_first50_latent_mas_baseline,0.0,final,fr,25,1.0,2,2
mgsm_first50_latent_mas_baseline,0.0,final,fr,26,0.0,3,243
mgsm_first50_latent_mas_baseline,0.0,final,fr,27,0.0,480,16
mgsm_first50_latent_mas_baseline,0.0,final,fr,28,1.0,25,25
mgsm_first50_latent_mas_baseline,0.0,final,fr,29,0.0,41,104
mgsm_first50_latent_mas_baseline,0.0,final,fr,30,0.0,112,109
mgsm_first50_latent_mas_baseline,0.0,final,fr,31,1.0,80,80
mgsm_first50_latent_mas_baseline,0.0,final,fr,32,0.0,5,35
mgsm_first50_latent_mas_baseline,0.0,final,fr,33,1.0,70,70
mgsm_first50_latent_mas_baseline,0.0,final,fr,34,0.0,33,23
mgsm_first50_latent_mas_baseline,0.0,final,fr,35,0.0,5,9
mgsm_first50_latent_mas_baseline,0.0,final,fr,36,0.0,37,75
mgsm_first50_latent_mas_baseline,0.0,final,fr,37,1.0,2,2
mgsm_first50_latent_mas_baseline,0.0,final,fr,38,0.0,6.67,10
mgsm_first50_latent_mas_baseline,0.0,final,fr,39,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,fr,40,0.0,4,8
mgsm_first50_latent_mas_baseline,0.0,final,fr,41,0.0,1200,200
mgsm_first50_latent_mas_baseline,0.0,final,fr,42,1.0,26,26
mgsm_first50_latent_mas_baseline,0.0,final,fr,43,0.0,150,48
mgsm_first50_latent_mas_baseline,0.0,final,fr,44,1.0,20,20
mgsm_first50_latent_mas_baseline,0.0,final,fr,45,0.0,44,104
mgsm_first50_latent_mas_baseline,0.0,final,fr,46,1.0,163,163
mgsm_first50_latent_mas_baseline,0.0,final,fr,47,1.0,800,800
mgsm_first50_latent_mas_baseline,0.0,final,fr,48,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,fr,49,0.0,45,30
mgsm_first50_latent_mas_baseline,0.0,final,ja,0,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,ja,1,1.0,3,3
mgsm_first50_latent_mas_baseline,0.0,final,ja,2,1.0,70000,70000
mgsm_first50_latent_mas_baseline,0.0,final,ja,3,1.0,540,540
mgsm_first50_latent_mas_baseline,0.0,final,ja,4,0.0,0,20
mgsm_first50_latent_mas_baseline,0.0,final,ja,5,1.0,64,64
mgsm_first50_latent_mas_baseline,0.0,final,ja,6,1.0,260,260
mgsm_first50_latent_mas_baseline,0.0,final,ja,7,0.0,120,160
mgsm_first50_latent_mas_baseline,0.0,final,ja,8,0.0,125,45
mgsm_first50_latent_mas_baseline,0.0,final,ja,9,1.0,460,460
mgsm_first50_latent_mas_baseline,0.0,final,ja,10,1.0,366,366
mgsm_first50_latent_mas_baseline,0.0,final,ja,11,1.0,694,694
mgsm_first50_latent_mas_baseline,0.0,final,ja,12,0.0,8,13
mgsm_first50_latent_mas_baseline,0.0,final,ja,13,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,ja,14,1.0,60,60
mgsm_first50_latent_mas_baseline,0.0,final,ja,15,0.0,096,125
mgsm_first50_latent_mas_baseline,0.0,final,ja,16,1.0,230,230
mgsm_first50_latent_mas_baseline,0.0,final,ja,17,1.0,57500,57500
mgsm_first50_latent_mas_baseline,0.0,final,ja,18,0.0,84,7
mgsm_first50_latent_mas_baseline,0.0,final,ja,19,1.0,6,6
mgsm_first50_latent_mas_baseline,0.0,final,ja,20,0.0,14.5,15
mgsm_first50_latent_mas_baseline,0.0,final,ja,21,1.0,14,14
mgsm_first50_latent_mas_baseline,0.0,final,ja,22,0.0,3,7
mgsm_first50_latent_mas_baseline,0.0,final,ja,23,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,ja,24,1.0,26,26
mgsm_first50_latent_mas_baseline,0.0,final,ja,25,1.0,2,2
mgsm_first50_latent_mas_baseline,0.0,final,ja,26,1.0,243,243
mgsm_first50_latent_mas_baseline,0.0,final,ja,27,1.0,16,16
mgsm_first50_latent_mas_baseline,0.0,final,ja,28,1.0,25,25
mgsm_first50_latent_mas_baseline,0.0,final,ja,29,0.0,94,104
mgsm_first50_latent_mas_baseline,0.0,final,ja,30,1.0,109,109
mgsm_first50_latent_mas_baseline,0.0,final,ja,31,1.0,80,80
mgsm_first50_latent_mas_baseline,0.0,final,ja,32,1.0,35,35
mgsm_first50_latent_mas_baseline,0.0,final,ja,33,1.0,70,70
mgsm_first50_latent_mas_baseline,0.0,final,ja,34,0.0,43,23
mgsm_first50_latent_mas_baseline,0.0,final,ja,35,1.0,9,9
mgsm_first50_latent_mas_baseline,0.0,final,ja,36,1.0,75,75
mgsm_first50_latent_mas_baseline,0.0,final,ja,37,0.0,8,2
mgsm_first50_latent_mas_baseline,0.0,final,ja,38,1.0,10,10
mgsm_first50_latent_mas_baseline,0.0,final,ja,39,0.0,28.97,18
mgsm_first50_latent_mas_baseline,0.0,final,ja,40,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,ja,41,1.0,200,200
mgsm_first50_latent_mas_baseline,0.0,final,ja,42,1.0,26,26
mgsm_first50_latent_mas_baseline,0.0,final,ja,43,1.0,48,48
mgsm_first50_latent_mas_baseline,0.0,final,ja,44,1.0,20,20
mgsm_first50_latent_mas_baseline,0.0,final,ja,45,0.0,68,104
mgsm_first50_latent_mas_baseline,0.0,final,ja,46,0.0,57,163
mgsm_first50_latent_mas_baseline,0.0,final,ja,47,1.0,800,800
mgsm_first50_latent_mas_baseline,0.0,final,ja,48,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,ja,49,1.0,30,30
mgsm_first50_latent_mas_baseline,0.0,final,ru,0,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,ru,1,1.0,3,3
mgsm_first50_latent_mas_baseline,0.0,final,ru,2,1.0,70000,70000
mgsm_first50_latent_mas_baseline,0.0,final,ru,3,1.0,540,540
mgsm_first50_latent_mas_baseline,0.0,final,ru,4,1.0,20,20
mgsm_first50_latent_mas_baseline,0.0,final,ru,5,1.0,64,64
mgsm_first50_latent_mas_baseline,0.0,final,ru,6,1.0,260,260
mgsm_first50_latent_mas_baseline,0.0,final,ru,7,0.0,120,160
mgsm_first50_latent_mas_baseline,0.0,final,ru,8,0.0,15,45
mgsm_first50_latent_mas_baseline,0.0,final,ru,9,1.0,460,460
mgsm_first50_latent_mas_baseline,0.0,final,ru,10,1.0,366,366
mgsm_first50_latent_mas_baseline,0.0,final,ru,11,1.0,694,694
mgsm_first50_latent_mas_baseline,0.0,final,ru,12,0.0,4,13
mgsm_first50_latent_mas_baseline,0.0,final,ru,13,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,ru,14,1.0,60,60
mgsm_first50_latent_mas_baseline,0.0,final,ru,15,0.0,120,125
mgsm_first50_latent_mas_baseline,0.0,final,ru,16,1.0,230,230
mgsm_first50_latent_mas_baseline,0.0,final,ru,17,1.0,57500,57500
mgsm_first50_latent_mas_baseline,0.0,final,ru,18,1.0,7,7
mgsm_first50_latent_mas_baseline,0.0,final,ru,19,1.0,6,6
mgsm_first50_latent_mas_baseline,0.0,final,ru,20,1.0,15,15
mgsm_first50_latent_mas_baseline,0.0,final,ru,21,1.0,14,14
mgsm_first50_latent_mas_baseline,0.0,final,ru,22,1.0,7,7
mgsm_first50_latent_mas_baseline,0.0,final,ru,23,0.0,10,8
mgsm_first50_latent_mas_baseline,0.0,final,ru,24,1.0,26,26
mgsm_first50_latent_mas_baseline,0.0,final,ru,25,1.0,2,2
mgsm_first50_latent_mas_baseline,0.0,final,ru,26,1.0,243,243
mgsm_first50_latent_mas_baseline,0.0,final,ru,27,0.0,00,16
mgsm_first50_latent_mas_baseline,0.0,final,ru,28,1.0,25,25
mgsm_first50_latent_mas_baseline,0.0,final,ru,29,1.0,104,104
mgsm_first50_latent_mas_baseline,0.0,final,ru,30,1.0,109,109
mgsm_first50_latent_mas_baseline,0.0,final,ru,31,1.0,80,80
mgsm_first50_latent_mas_baseline,0.0,final,ru,32,1.0,35,35
mgsm_first50_latent_mas_baseline,0.0,final,ru,33,1.0,70,70
mgsm_first50_latent_mas_baseline,0.0,final,ru,34,1.0,23,23
mgsm_first50_latent_mas_baseline,0.0,final,ru,35,1.0,9,9
mgsm_first50_latent_mas_baseline,0.0,final,ru,36,1.0,75,75
mgsm_first50_latent_mas_baseline,0.0,final,ru,37,0.0,5,2
mgsm_first50_latent_mas_baseline,0.0,final,ru,38,1.0,10,10
mgsm_first50_latent_mas_baseline,0.0,final,ru,39,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,ru,40,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,ru,41,0.0,600,200
mgsm_first50_latent_mas_baseline,0.0,final,ru,42,1.0,26,26
mgsm_first50_latent_mas_baseline,0.0,final,ru,43,1.0,48,48
mgsm_first50_latent_mas_baseline,0.0,final,ru,44,1.0,20,20
mgsm_first50_latent_mas_baseline,0.0,final,ru,45,0.0,44,104
mgsm_first50_latent_mas_baseline,0.0,final,ru,46,1.0,163,163
mgsm_first50_latent_mas_baseline,0.0,final,ru,47,0.0,400,800
mgsm_first50_latent_mas_baseline,0.0,final,ru,48,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,ru,49,0.0,90,30
mgsm_first50_latent_mas_baseline,0.0,final,sw,0,0.0,32,18
mgsm_first50_latent_mas_baseline,0.0,final,sw,1,0.0,4,3
mgsm_first50_latent_mas_baseline,0.0,final,sw,2,0.0,120000,70000
mgsm_first50_latent_mas_baseline,0.0,final,sw,3,1.0,540,540
mgsm_first50_latent_mas_baseline,0.0,final,sw,4,1.0,20,20
mgsm_first50_latent_mas_baseline,0.0,final,sw,5,1.0,64,64
mgsm_first50_latent_mas_baseline,0.0,final,sw,6,0.0,,260
mgsm_first50_latent_mas_baseline,0.0,final,sw,7,0.0,120,160
mgsm_first50_latent_mas_baseline,0.0,final,sw,8,0.0,560,45
mgsm_first50_latent_mas_baseline,0.0,final,sw,9,0.0,39600,460
mgsm_first50_latent_mas_baseline,0.0,final,sw,10,0.0,394,366
mgsm_first50_latent_mas_baseline,0.0,final,sw,11,1.0,694,694
mgsm_first50_latent_mas_baseline,0.0,final,sw,12,0.0,7,13
mgsm_first50_latent_mas_baseline,0.0,final,sw,13,0.0,1,18
mgsm_first50_latent_mas_baseline,0.0,final,sw,14,0.0,11,60
mgsm_first50_latent_mas_baseline,0.0,final,sw,15,0.0,000,125
mgsm_first50_latent_mas_baseline,0.0,final,sw,16,0.0,150,230
mgsm_first50_latent_mas_baseline,0.0,final,sw,17,0.0,20,57500
mgsm_first50_latent_mas_baseline,0.0,final,sw,18,0.0,12,7
mgsm_first50_latent_mas_baseline,0.0,final,sw,19,0.0,4,6
mgsm_first50_latent_mas_baseline,0.0,final,sw,20,0.0,5,15
mgsm_first50_latent_mas_baseline,0.0,final,sw,21,0.0,10,14
mgsm_first50_latent_mas_baseline,0.0,final,sw,22,0.0,16,7
mgsm_first50_latent_mas_baseline,0.0,final,sw,23,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,sw,24,0.0,100,26
mgsm_first50_latent_mas_baseline,0.0,final,sw,25,1.0,2,2
mgsm_first50_latent_mas_baseline,0.0,final,sw,26,1.0,243,243
mgsm_first50_latent_mas_baseline,0.0,final,sw,27,0.0,4,16
mgsm_first50_latent_mas_baseline,0.0,final,sw,28,1.0,25,25
