stage,rank_threshold,score,example_pearson,example_spearman,language_pearson,language_spearman,score_mean_correct,score_mean_wrong,accuracy_aligned,language_abs_pearson,example_abs_pearson
shared_after_critic,250,emerged,0.09703274186045181,0.09703274186045246,0.35457599085017044,0.4009122018688206,0.7519016968987712,0.6618635926993276,True,0.35457599085017044,0.09703274186045181
shared_after_refiner,250,emerged,0.0967647840533667,0.09676478405336736,0.35245885751310646,0.39541170233224243,0.7595084844938561,0.6705091258405379,True,0.35245885751310646,0.0967647840533667
shared_after_planner,1,best_inverse_rank,0.07314220931615523,0.10261247785957014,0.3502083932038872,0.29157251045005134,0.020009447264907977,0.01534667636574019,True,0.3502083932038872,0.07314220931615523
shared_after_planner,5,best_inverse_rank,0.07314220931615523,0.10261247785957014,0.3502083932038872,0.29157251045005134,0.020009447264907977,0.01534667636574019,True,0.3502083932038872,0.07314220931615523
shared_after_planner,10,best_inverse_rank,0.07314220931615523,0.10261247785957014,0.3502083932038872,0.29157251045005134,0.020009447264907977,0.01534667636574019,True,0.3502083932038872,0.07314220931615523
shared_after_planner,25,best_inverse_rank,0.07314220931615523,0.10261247785957014,0.3502083932038872,0.29157251045005134,0.020009447264907977,0.01534667636574019,True,0.3502083932038872,0.07314220931615523
shared_after_planner,50,best_inverse_rank,0.07314220931615523,0.10261247785957014,0.3502083932038872,0.29157251045005134,0.020009447264907977,0.01534667636574019,True,0.3502083932038872,0.07314220931615523
shared_after_planner,100,best_inverse_rank,0.07314220931615523,0.10261247785957014,0.3502083932038872,0.29157251045005134,0.020009447264907977,0.01534667636574019,True,0.3502083932038872,0.07314220931615523
shared_after_planner,250,best_inverse_rank,0.07314220931615523,0.10261247785957014,0.3502083932038872,0.29157251045005134,0.020009447264907977,0.01534667636574019,True,0.3502083932038872,0.07314220931615523
shared_after_planner,500,best_inverse_rank,0.07314220931615523,0.10261247785957014,0.3502083932038872,0.29157251045005134,0.020009447264907977,0.01534667636574019,True,0.3502083932038872,0.07314220931615523
shared_after_planner,1000,best_inverse_rank,0.07314220931615523,0.10261247785957014,0.3502083932038872,0.29157251045005134,0.020009447264907977,0.01534667636574019,True,0.3502083932038872,0.07314220931615523
shared_after_planner,2500,best_inverse_rank,0.07314220931615523,0.10261247785957014,0.3502083932038872,0.29157251045005134,0.020009447264907977,0.01534667636574019,True,0.3502083932038872,0.07314220931615523
shared_after_planner,5000,best_inverse_rank,0.07314220931615523,0.10261247785957014,0.3502083932038872,0.29157251045005134,0.020009447264907977,0.01534667636574019,True,0.3502083932038872,0.07314220931615523
shared_after_planner,10000,best_inverse_rank,0.07314220931615523,0.10261247785957014,0.3502083932038872,0.29157251045005134,0.020009447264907977,0.01534667636574019,True,0.3502083932038872,0.07314220931615523
shared_after_refiner,2500,emerged,0.021433038545700316,0.021433038545700295,0.34819317373808384,0.41235396107454997,0.9941486249268578,0.9903938520653218,True,0.34819317373808384,0.021433038545700316
shared_after_planner,10,emerged,0.029541733926779824,0.029541733926779723,0.34401016731035017,0.25346698687038677,0.033352837916910474,0.023054755043227664,True,0.34401016731035017,0.029541733926779824
shared_after_planner,1000,emerged,0.05260576686764658,0.052605766867646675,0.34202392249516356,0.42035135163696963,0.9561146869514335,0.9317963496637848,True,0.34202392249516356,0.05260576686764658
shared_after_planner,50,latent_reasoning_score,0.10262131947024242,0.0788963020489312,0.3372525438713316,0.3143516128289616,0.10590988882387362,0.06940441882804996,True,0.3372525438713316,0.10262131947024242
shared_after_planner,500,latent_reasoning_score,0.1138036481934353,0.12054095361989041,0.33273850918423553,0.4874727909086796,0.3844353423054418,0.3398174831892411,True,0.33273850918423553,0.1138036481934353
shared_after_refiner,25,latent_reasoning_score,0.07112200776774112,0.06615735002361688,0.3319200732744537,0.3143516128289616,0.12965671932904235,0.09029779058597502,True,0.3319200732744537,0.07112200776774112
shared_after_planner,1,best_rank_score,0.09724885834124786,0.10261247785957014,0.3318449192721593,0.2961283309258334,0.18345735126190732,0.17421346610971253,True,0.3318449192721593,0.09724885834124786
shared_after_planner,5,best_rank_score,0.09724885834124786,0.10261247785957014,0.3318449192721593,0.2961283309258334,0.18345735126190732,0.17421346610971253,True,0.3318449192721593,0.09724885834124786
shared_after_planner,10,best_rank_score,0.09724885834124786,0.10261247785957014,0.3318449192721593,0.2961283309258334,0.18345735126190732,0.17421346610971253,True,0.3318449192721593,0.09724885834124786
shared_after_planner,25,best_rank_score,0.09724885834124786,0.10261247785957014,0.3318449192721593,0.2961283309258334,0.18345735126190732,0.17421346610971253,True,0.3318449192721593,0.09724885834124786
shared_after_planner,50,best_rank_score,0.09724885834124786,0.10261247785957014,0.3318449192721593,0.2961283309258334,0.18345735126190732,0.17421346610971253,True,0.3318449192721593,0.09724885834124786
shared_after_planner,100,best_rank_score,0.09724885834124786,0.10261247785957014,0.3318449192721593,0.2961283309258334,0.18345735126190732,0.17421346610971253,True,0.3318449192721593,0.09724885834124786
shared_after_planner,250,best_rank_score,0.09724885834124786,0.10261247785957014,0.3318449192721593,0.2961283309258334,0.18345735126190732,0.17421346610971253,True,0.3318449192721593,0.09724885834124786
shared_after_planner,500,best_rank_score,0.09724885834124786,0.10261247785957014,0.3318449192721593,0.2961283309258334,0.18345735126190732,0.17421346610971253,True,0.3318449192721593,0.09724885834124786
shared_after_planner,1000,best_rank_score,0.09724885834124786,0.10261247785957014,0.3318449192721593,0.2961283309258334,0.18345735126190732,0.17421346610971253,True,0.3318449192721593,0.09724885834124786
shared_after_planner,2500,best_rank_score,0.09724885834124786,0.10261247785957014,0.3318449192721593,0.2961283309258334,0.18345735126190732,0.17421346610971253,True,0.3318449192721593,0.09724885834124786
shared_after_planner,5000,best_rank_score,0.09724885834124786,0.10261247785957014,0.3318449192721593,0.2961283309258334,0.18345735126190732,0.17421346610971253,True,0.3318449192721593,0.09724885834124786
shared_after_planner,10000,best_rank_score,0.09724885834124786,0.10261247785957014,0.3318449192721593,0.2961283309258334,0.18345735126190732,0.17421346610971253,True,0.3318449192721593,0.09724885834124786
shared_after_critic,1000,emerged,0.050201351013909136,0.050201351013909504,0.33086798488892966,0.4544833833788366,0.9590403744880047,0.9365994236311239,True,0.33086798488892966,0.050201351013909136
shared_with_judger,25,latent_reasoning_score,0.06957423148606953,0.04699694926727848,0.3274594606147787,0.33713071520787186,0.14993023360489716,0.11120963570531293,True,0.3274594606147787,0.06957423148606953
shared_after_refiner,1,logprob_gain,0.0956494558147534,0.09859640434660145,0.3271660300322366,0.26423758759535904,-9.396759064731855,-10.537968309880677,True,0.3271660300322366,0.0956494558147534
shared_after_refiner,5,logprob_gain,0.0956494558147534,0.09859640434660145,0.3271660300322366,0.26423758759535904,-9.396759064731855,-10.537968309880677,True,0.3271660300322366,0.0956494558147534
shared_after_refiner,10,logprob_gain,0.0956494558147534,0.09859640434660145,0.3271660300322366,0.26423758759535904,-9.396759064731855,-10.537968309880677,True,0.3271660300322366,0.0956494558147534
shared_after_refiner,25,logprob_gain,0.0956494558147534,0.09859640434660145,0.3271660300322366,0.26423758759535904,-9.396759064731855,-10.537968309880677,True,0.3271660300322366,0.0956494558147534
shared_after_refiner,50,logprob_gain,0.0956494558147534,0.09859640434660145,0.3271660300322366,0.26423758759535904,-9.396759064731855,-10.537968309880677,True,0.3271660300322366,0.0956494558147534
shared_after_refiner,100,logprob_gain,0.0956494558147534,0.09859640434660145,0.3271660300322366,0.26423758759535904,-9.396759064731855,-10.537968309880677,True,0.3271660300322366,0.0956494558147534
shared_after_refiner,250,logprob_gain,0.0956494558147534,0.09859640434660145,0.3271660300322366,0.26423758759535904,-9.396759064731855,-10.537968309880677,True,0.3271660300322366,0.0956494558147534
shared_after_refiner,500,logprob_gain,0.0956494558147534,0.09859640434660145,0.3271660300322366,0.26423758759535904,-9.396759064731855,-10.537968309880677,True,0.3271660300322366,0.0956494558147534
shared_after_refiner,1000,logprob_gain,0.0956494558147534,0.09859640434660145,0.3271660300322366,0.26423758759535904,-9.396759064731855,-10.537968309880677,True,0.3271660300322366,0.0956494558147534
shared_after_refiner,2500,logprob_gain,0.0956494558147534,0.09859640434660145,0.3271660300322366,0.26423758759535904,-9.396759064731855,-10.537968309880677,True,0.3271660300322366,0.0956494558147534
shared_after_refiner,5000,logprob_gain,0.0956494558147534,0.09859640434660145,0.3271660300322366,0.26423758759535904,-9.396759064731855,-10.537968309880677,True,0.3271660300322366,0.0956494558147534
shared_after_refiner,10000,logprob_gain,0.0956494558147534,0.09859640434660145,0.3271660300322366,0.26423758759535904,-9.396759064731855,-10.537968309880677,True,0.3271660300322366,0.0956494558147534
shared_after_critic,5,emerged,0.03510762517338036,0.03510762517338027,0.3227424521500235,0.32642037385388656,0.01579871269748391,0.007684918347742555,True,0.3227424521500235,0.03510762517338036
shared_after_critic,10,latent_reasoning_score,0.030523916284029295,0.025339087813054703,0.3225777618092991,0.11670511105274636,0.024575775307197192,0.01729106628242075,True,0.3225777618092991,0.030523916284029295
shared_after_planner,100,latent_reasoning_score,0.10604314506632291,0.09244536364542136,0.32212846693859476,0.2961283309258334,0.16998244587478056,0.1260806916426513,True,0.32212846693859476,0.10604314506632291
shared_after_refiner,1000,emerged,0.05532720252957003,0.05532720252956987,0.3175513704699458,0.5163684435927526,0.96255119953189,0.9385206532180596,True,0.3175513704699458,0.05532720252957003
shared_after_critic,500,latent_reasoning_score,0.09087896648686014,0.12074305838435634,0.310210874576662,0.42824712472351295,0.6247805734347571,0.5752881844380403,True,0.310210874576662,0.09087896648686014
shared_after_refiner,1000,latent_reasoning_score,0.06156188996200728,0.07146163738189466,0.30781669275396184,0.4657534246575343,0.78779013068071,0.7648895292987512,True,0.30781669275396184,0.06156188996200728
shared_after_refiner,500,latent_reasoning_score,0.08463010474636533,0.12128966019712084,0.30223826522476693,0.36902145853834617,0.7087478057343476,0.6585014409221902,True,0.30223826522476693,0.08463010474636533
shared_with_judger,1000,latent_reasoning_score,0.06089566429525408,0.07133465497493764,0.3014411993569486,0.4657534246575343,0.8031687446549939,0.7816448681001996,True,0.3014411993569486,0.06089566429525408
shared_after_critic,1,final_logprob,0.1050865068112529,0.10697687188812231,0.29777821948185823,0.15034207570080774,-20.77130290177079,-22.139595471930893,True,0.29777821948185823,0.1050865068112529
shared_after_critic,5,final_logprob,0.1050865068112529,0.10697687188812231,0.29777821948185823,0.15034207570080774,-20.77130290177079,-22.139595471930893,True,0.29777821948185823,0.1050865068112529
shared_after_critic,10,final_logprob,0.1050865068112529,0.10697687188812231,0.29777821948185823,0.15034207570080774,-20.77130290177079,-22.139595471930893,True,0.29777821948185823,0.1050865068112529
shared_after_critic,25,final_logprob,0.1050865068112529,0.10697687188812231,0.29777821948185823,0.15034207570080774,-20.77130290177079,-22.139595471930893,True,0.29777821948185823,0.1050865068112529
shared_after_critic,50,final_logprob,0.1050865068112529,0.10697687188812231,0.29777821948185823,0.15034207570080774,-20.77130290177079,-22.139595471930893,True,0.29777821948185823,0.1050865068112529
shared_after_critic,100,final_logprob,0.1050865068112529,0.10697687188812231,0.29777821948185823,0.15034207570080774,-20.77130290177079,-22.139595471930893,True,0.29777821948185823,0.1050865068112529
shared_after_critic,250,final_logprob,0.1050865068112529,0.10697687188812231,0.29777821948185823,0.15034207570080774,-20.77130290177079,-22.139595471930893,True,0.29777821948185823,0.1050865068112529
shared_after_critic,500,final_logprob,0.1050865068112529,0.10697687188812231,0.29777821948185823,0.15034207570080774,-20.77130290177079,-22.139595471930893,True,0.29777821948185823,0.1050865068112529
shared_after_critic,1000,final_logprob,0.1050865068112529,0.10697687188812231,0.29777821948185823,0.15034207570080774,-20.77130290177079,-22.139595471930893,True,0.29777821948185823,0.1050865068112529
shared_after_critic,2500,final_logprob,0.1050865068112529,0.10697687188812231,0.29777821948185823,0.15034207570080774,-20.77130290177079,-22.139595471930893,True,0.29777821948185823,0.1050865068112529
shared_after_critic,5000,final_logprob,0.1050865068112529,0.10697687188812231,0.29777821948185823,0.15034207570080774,-20.77130290177079,-22.139595471930893,True,0.29777821948185823,0.1050865068112529
shared_after_critic,10000,final_logprob,0.1050865068112529,0.10697687188812231,0.29777821948185823,0.15034207570080774,-20.77130290177079,-22.139595471930893,True,0.29777821948185823,0.1050865068112529
shared_after_refiner,1,best_inverse_rank,0.06402925966761325,0.0865463217965158,0.2961043688893858,0.3735772790141283,0.02638527425522033,0.02052266609203534,True,0.2961043688893858,0.06402925966761325
shared_after_refiner,5,best_inverse_rank,0.06402925966761325,0.0865463217965158,0.2961043688893858,0.3735772790141283,0.02638527425522033,0.02052266609203534,True,0.2961043688893858,0.06402925966761325
shared_after_refiner,10,best_inverse_rank,0.06402925966761325,0.0865463217965158,0.2961043688893858,0.3735772790141283,0.02638527425522033,0.02052266609203534,True,0.2961043688893858,0.06402925966761325
shared_after_refiner,25,best_inverse_rank,0.06402925966761325,0.0865463217965158,0.2961043688893858,0.3735772790141283,0.02638527425522033,0.02052266609203534,True,0.2961043688893858,0.06402925966761325
shared_after_refiner,50,best_inverse_rank,0.06402925966761325,0.0865463217965158,0.2961043688893858,0.3735772790141283,0.02638527425522033,0.02052266609203534,True,0.2961043688893858,0.06402925966761325
shared_after_refiner,100,best_inverse_rank,0.06402925966761325,0.0865463217965158,0.2961043688893858,0.3735772790141283,0.02638527425522033,0.02052266609203534,True,0.2961043688893858,0.06402925966761325
shared_after_refiner,250,best_inverse_rank,0.06402925966761325,0.0865463217965158,0.2961043688893858,0.3735772790141283,0.02638527425522033,0.02052266609203534,True,0.2961043688893858,0.06402925966761325
shared_after_refiner,500,best_inverse_rank,0.06402925966761325,0.0865463217965158,0.2961043688893858,0.3735772790141283,0.02638527425522033,0.02052266609203534,True,0.2961043688893858,0.06402925966761325
shared_after_refiner,1000,best_inverse_rank,0.06402925966761325,0.0865463217965158,0.2961043688893858,0.3735772790141283,0.02638527425522033,0.02052266609203534,True,0.2961043688893858,0.06402925966761325
shared_after_refiner,2500,best_inverse_rank,0.06402925966761325,0.0865463217965158,0.2961043688893858,0.3735772790141283,0.02638527425522033,0.02052266609203534,True,0.2961043688893858,0.06402925966761325
shared_after_refiner,5000,best_inverse_rank,0.06402925966761325,0.0865463217965158,0.2961043688893858,0.3735772790141283,0.02638527425522033,0.02052266609203534,True,0.2961043688893858,0.06402925966761325
shared_after_refiner,10000,best_inverse_rank,0.06402925966761325,0.0865463217965158,0.2961043688893858,0.3735772790141283,0.02638527425522033,0.02052266609203534,True,0.2961043688893858,0.06402925966761325
shared_with_judger,500,latent_reasoning_score,0.08352928890922151,0.12037811830392714,0.29603998445438884,0.36902145853834617,0.7281361119863167,0.6809281016773812,True,0.29603998445438884,0.08352928890922151
shared_after_critic,1000,latent_reasoning_score,0.06541081320910745,0.0712979535918974,0.29571498888759573,0.4657534246575343,0.7014335868929198,0.6786743515850144,True,0.29571498888759573,0.06541081320910745
shared_after_refiner,500,emerged,0.0741986009410736,0.07419860094107357,0.29551104043340637,0.3781330994899103,0.8818022235225278,0.8290105667627281,True,0.29551104043340637,0.0741986009410736
shared_after_critic,1,final_rank_score,0.07900320830744431,0.12567158558242097,0.2872961045015379,0.4054680223446026,0.14364278860312538,0.13544506906950984,True,0.2872961045015379,0.07900320830744431
shared_after_critic,5,final_rank_score,0.07900320830744431,0.12567158558242097,0.2872961045015379,0.4054680223446026,0.14364278860312538,0.13544506906950984,True,0.2872961045015379,0.07900320830744431
shared_after_critic,10,final_rank_score,0.07900320830744431,0.12567158558242097,0.2872961045015379,0.4054680223446026,0.14364278860312538,0.13544506906950984,True,0.2872961045015379,0.07900320830744431
shared_after_critic,25,final_rank_score,0.07900320830744431,0.12567158558242097,0.2872961045015379,0.4054680223446026,0.14364278860312538,0.13544506906950984,True,0.2872961045015379,0.07900320830744431
shared_after_critic,50,final_rank_score,0.07900320830744431,0.12567158558242097,0.2872961045015379,0.4054680223446026,0.14364278860312538,0.13544506906950984,True,0.2872961045015379,0.07900320830744431
shared_after_critic,100,final_rank_score,0.07900320830744431,0.12567158558242097,0.2872961045015379,0.4054680223446026,0.14364278860312538,0.13544506906950984,True,0.2872961045015379,0.07900320830744431
shared_after_critic,250,final_rank_score,0.07900320830744431,0.12567158558242097,0.2872961045015379,0.4054680223446026,0.14364278860312538,0.13544506906950984,True,0.2872961045015379,0.07900320830744431
shared_after_critic,500,final_rank_score,0.07900320830744431,0.12567158558242097,0.2872961045015379,0.4054680223446026,0.14364278860312538,0.13544506906950984,True,0.2872961045015379,0.07900320830744431
shared_after_critic,1000,final_rank_score,0.07900320830744431,0.12567158558242097,0.2872961045015379,0.4054680223446026,0.14364278860312538,0.13544506906950984,True,0.2872961045015379,0.07900320830744431
shared_after_critic,2500,final_rank_score,0.07900320830744431,0.12567158558242097,0.2872961045015379,0.4054680223446026,0.14364278860312538,0.13544506906950984,True,0.2872961045015379,0.07900320830744431
shared_after_critic,5000,final_rank_score,0.07900320830744431,0.12567158558242097,0.2872961045015379,0.4054680223446026,0.14364278860312538,0.13544506906950984,True,0.2872961045015379,0.07900320830744431
shared_after_critic,10000,final_rank_score,0.07900320830744431,0.12567158558242097,0.2872961045015379,0.4054680223446026,0.14364278860312538,0.13544506906950984,True,0.2872961045015379,0.07900320830744431
shared_after_refiner,1,best_rank_score,0.0832688493630529,0.0865463217965158,0.2856261171104012,0.2687934080711411,0.1914837764530211,0.18236377014513006,True,0.2856261171104012,0.0832688493630529
shared_after_refiner,5,best_rank_score,0.0832688493630529,0.0865463217965158,0.2856261171104012,0.2687934080711411,0.1914837764530211,0.18236377014513006,True,0.2856261171104012,0.0832688493630529
shared_after_refiner,10,best_rank_score,0.0832688493630529,0.0865463217965158,0.2856261171104012,0.2687934080711411,0.1914837764530211,0.18236377014513006,True,0.2856261171104012,0.0832688493630529
shared_after_refiner,25,best_rank_score,0.0832688493630529,0.0865463217965158,0.2856261171104012,0.2687934080711411,0.1914837764530211,0.18236377014513006,True,0.2856261171104012,0.0832688493630529
shared_after_refiner,50,best_rank_score,0.0832688493630529,0.0865463217965158,0.2856261171104012,0.2687934080711411,0.1914837764530211,0.18236377014513006,True,0.2856261171104012,0.0832688493630529
shared_after_refiner,100,best_rank_score,0.0832688493630529,0.0865463217965158,0.2856261171104012,0.2687934080711411,0.1914837764530211,0.18236377014513006,True,0.2856261171104012,0.0832688493630529
shared_after_refiner,250,best_rank_score,0.0832688493630529,0.0865463217965158,0.2856261171104012,0.2687934080711411,0.1914837764530211,0.18236377014513006,True,0.2856261171104012,0.0832688493630529
shared_after_refiner,500,best_rank_score,0.0832688493630529,0.0865463217965158,0.2856261171104012,0.2687934080711411,0.1914837764530211,0.18236377014513006,True,0.2856261171104012,0.0832688493630529
shared_after_refiner,1000,best_rank_score,0.0832688493630529,0.0865463217965158,0.2856261171104012,0.2687934080711411,0.1914837764530211,0.18236377014513006,True,0.2856261171104012,0.0832688493630529
shared_after_refiner,2500,best_rank_score,0.0832688493630529,0.0865463217965158,0.2856261171104012,0.2687934080711411,0.1914837764530211,0.18236377014513006,True,0.2856261171104012,0.0832688493630529
shared_after_refiner,5000,best_rank_score,0.0832688493630529,0.0865463217965158,0.2856261171104012,0.2687934080711411,0.1914837764530211,0.18236377014513006,True,0.2856261171104012,0.0832688493630529
shared_after_refiner,10000,best_rank_score,0.0832688493630529,0.0865463217965158,0.2856261171104012,0.2687934080711411,0.1914837764530211,0.18236377014513006,True,0.2856261171104012,0.0832688493630529
shared_after_planner,500,emerged,0.0721127566251058,0.0721127566251051,0.28301028317601634,0.4054680223446026,0.8613224107665302,0.8069164265129684,True,0.28301028317601634,0.0721127566251058
shared_after_refiner,10,latent_reasoning_score,0.03089300062496357,0.03841541522890076,0.2811872458211628,0.15068493150684933,0.033255314999024774,0.02425552353506244,True,0.2811872458211628,0.03089300062496357
shared_after_critic,500,emerged,0.07053480916464656,0.07053480916464695,0.2785819714660755,0.3904109589041096,0.8736102984201287,0.8222862632084534,True,0.2785819714660755,0.07053480916464656
shared_after_refiner,25,emerged,0.059818963514785425,0.0598189635147854,0.2761462357746533,0.3143516128289616,0.18431831480397892,0.138328530259366,True,0.2761462357746533,0.059818963514785425
shared_after_planner,1,final_rank_score,0.059328094417239165,0.06677485683128911,0.27253865452687426,0.2870166899742693,0.1674515068978652,0.16203776778729467,True,0.27253865452687426,0.059328094417239165
shared_after_planner,5,final_rank_score,0.059328094417239165,0.06677485683128911,0.27253865452687426,0.2870166899742693,0.1674515068978652,0.16203776778729467,True,0.27253865452687426,0.059328094417239165
shared_after_planner,10,final_rank_score,0.059328094417239165,0.06677485683128911,0.27253865452687426,0.2870166899742693,0.1674515068978652,0.16203776778729467,True,0.27253865452687426,0.059328094417239165
shared_after_planner,25,final_rank_score,0.059328094417239165,0.06677485683128911,0.27253865452687426,0.2870166899742693,0.1674515068978652,0.16203776778729467,True,0.27253865452687426,0.059328094417239165
shared_after_planner,50,final_rank_score,0.059328094417239165,0.06677485683128911,0.27253865452687426,0.2870166899742693,0.1674515068978652,0.16203776778729467,True,0.27253865452687426,0.059328094417239165
shared_after_planner,100,final_rank_score,0.059328094417239165,0.06677485683128911,0.27253865452687426,0.2870166899742693,0.1674515068978652,0.16203776778729467,True,0.27253865452687426,0.059328094417239165
shared_after_planner,250,final_rank_score,0.059328094417239165,0.06677485683128911,0.27253865452687426,0.2870166899742693,0.1674515068978652,0.16203776778729467,True,0.27253865452687426,0.059328094417239165
shared_after_planner,500,final_rank_score,0.059328094417239165,0.06677485683128911,0.27253865452687426,0.2870166899742693,0.1674515068978652,0.16203776778729467,True,0.27253865452687426,0.059328094417239165
shared_after_planner,1000,final_rank_score,0.059328094417239165,0.06677485683128911,0.27253865452687426,0.2870166899742693,0.1674515068978652,0.16203776778729467,True,0.27253865452687426,0.059328094417239165
shared_after_planner,2500,final_rank_score,0.059328094417239165,0.06677485683128911,0.27253865452687426,0.2870166899742693,0.1674515068978652,0.16203776778729467,True,0.27253865452687426,0.059328094417239165
shared_after_planner,5000,final_rank_score,0.059328094417239165,0.06677485683128911,0.27253865452687426,0.2870166899742693,0.1674515068978652,0.16203776778729467,True,0.27253865452687426,0.059328094417239165
shared_after_planner,10000,final_rank_score,0.059328094417239165,0.06677485683128911,0.27253865452687426,0.2870166899742693,0.1674515068978652,0.16203776778729467,True,0.27253865452687426,0.059328094417239165
shared_after_critic,25,emerged,0.059126440525887336,0.059126440525887475,0.2717148037813796,0.3143516128289616,0.1772966647162083,0.13256484149855907,True,0.2717148037813796,0.059126440525887336
shared_after_critic,1,best_rank_score,0.08031433634104983,0.0861368641812296,0.2671550324836135,0.2687934080711411,0.18950538116695637,0.180973476183158,True,0.2671550324836135,0.08031433634104983
shared_after_critic,5,best_rank_score,0.08031433634104983,0.0861368641812296,0.2671550324836135,0.2687934080711411,0.18950538116695637,0.180973476183158,True,0.2671550324836135,0.08031433634104983
